asset_id,asset_name_base,asset_type,asset_subtype,file_name,link_to_asset_sheet,file_url,storage_provider,campaign_ids,version,created_at,updated_at,notes
raichu,char_raichu_pose_default_v1,character,pose_default,char_raichu_pose_default_v1.png,Raichu_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/26.png,supabase,,,,,
ash,char_ash_pose_default_v1,character,pose_default,char_ash_pose_default_v1.png,Error: No assets found,Error: Asset sheet not found,supabase,,,,,
jessie,char_jessie_pose_default_v1,character,pose_default,char_jessie_pose_default_v1.png,Error: No assets found,Error: Asset sheet not found,supabase,,,,,
james,char_james_pose_default_v1,character,pose_default,char_james_pose_default_v1.png,Error: No assets found,Error: Asset sheet not found,supabase,,,,,
butch,char_butch_pose_default_v1,character,pose_default,char_butch_pose_default_v1.png,Error: No assets found,Error: Asset sheet not found,supabase,,,,,
cassidy,char_cassidy_pose_default_v1,character,pose_default,char_cassidy_pose_default_v1.png,Error: No assets found,Error: Asset sheet not found,supabase,,,,,
poliwrath,char_poliwrath_pose_default_v1,character,pose_default,char_poliwrath_pose_default_v1.png,Poliwrath_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/62.png,supabase,beachday,1.0.0,2025-06,,
tentacool,char_tentacool_pose_default_v1,character,pose_default,char_tentacool_pose_default_v1.png,Tentacool_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/72.png,supabase,beachday,1.0.0,2025-06,,
tentacruel,char_tentacruel_pose_default_v1,character,pose_default,char_tentacruel_pose_default_v1.png,Tentacruel_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/73.png,supabase,beachday,1.0.0,2025-06,,
slowpoke,char_slowpoke_pose_default_v1,character,pose_default,char_slowpoke_pose_default_v1.png,Slowpoke_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/79.png,supabase,beachday,1.0.0,2025-06,,
slowbro,char_slowbro_pose_default_v1,character,pose_default,char_slowbro_pose_default_v1.png,Slowbro_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/80.png,supabase,beachday,1.0.0,2025-06,,
dewgong,char_dewgong_pose_default_v1,character,pose_default,char_dewgong_pose_default_v1.png,Dewgong_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/87.png,supabase,beachday,1.0.0,2025-06,,
cloyster,char_cloyster_pose_default_v1,character,pose_default,char_cloyster_pose_default_v1.png,Cloyster_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/91.png,supabase,beachday,1.0.0,2025-06,,
starmie,char_starmie_pose_default_v1,character,pose_default,char_starmie_pose_default_v1.png,Starmie_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/121.png,supabase,beachday,1.0.0,2025-06,,
gyarados,char_gyarados_pose_default_v1,character,pose_default,char_gyarados_pose_default_v1.png,Gyarados_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/130.png,supabase,beachday,1.0.0,2025-06,,
lapras,char_lapras_pose_default_v1,character,pose_default,char_lapras_pose_default_v1.png,Lapras_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/131.png,supabase,beachday,1.0.0,2025-06,,
chinchou,char_chinchou_pose_default_v1,character,pose_default,char_chinchou_pose_default_v1.png,Chinchou_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/170.png,supabase,beachday,1.0.0,2025-06,,
lanturn,char_lanturn_pose_default_v1,character,pose_default,char_lanturn_pose_default_v1.png,Lanturn_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/171.png,supabase,beachday,1.0.0,2025-06,,
marill,char_marill_pose_default_v1,character,pose_default,char_marill_pose_default_v1.png,Marill_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/183.png,supabase,beachday,1.0.0,2025-06,,
azumarill,char_azumarill_pose_default_v1,character,pose_default,char_azumarill_pose_default_v1.png,Azumarill_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/184.png,supabase,beachday,1.0.0,2025-06,,
wooper,char_wooper_pose_default_v1,character,pose_default,char_wooper_pose_default_v1.png,Wooper_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/194.png,supabase,beachday,1.0.0,2025-06,,
quagsire,char_quagsire_pose_default_v1,character,pose_default,char_quagsire_pose_default_v1.png,Quagsire_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/195.png,supabase,beachday,1.0.0,2025-06,,
slowking,char_slowking_pose_default_v1,character,pose_default,char_slowking_pose_default_v1.png,Slowking_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/199.png,supabase,beachday,1.0.0,2025-06,,
qwilfish,char_qwilfish_pose_default_v1,character,pose_default,char_qwilfish_pose_default_v1.png,Qwilfish_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/211.png,supabase,beachday,1.0.0,2025-06,,
corsola,char_corsola_pose_default_v1,character,pose_default,char_corsola_pose_default_v1.png,Corsola_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/222.png,supabase,beachday,1.0.0,2025-06,,
mantine,char_mantine_pose_default_v1,character,pose_default,char_mantine_pose_default_v1.png,Mantine_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/226.png,supabase,beachday,1.0.0,2025-06,,
kingdra,char_kingdra_pose_default_v1,character,pose_default,char_kingdra_pose_default_v1.png,Kingdra_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/230.png,supabase,beachday,1.0.0,2025-06,,
marshtomp,char_marshtomp_pose_default_v1,character,pose_default,char_marshtomp_pose_default_v1.png,Marshtomp_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/259.png,supabase,beachday,1.0.0,2025-06,,
swampert,char_swampert_pose_default_v1,character,pose_default,char_swampert_pose_default_v1.png,Swampert_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/260.png,supabase,beachday,1.0.0,2025-06,,
lotad,char_lotad_pose_default_v1,character,pose_default,char_lotad_pose_default_v1.png,Lotad_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/270.png,supabase,beachday,1.0.0,2025-06,,
lombre,char_lombre_pose_default_v1,character,pose_default,char_lombre_pose_default_v1.png,Lombre_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/271.png,supabase,beachday,1.0.0,2025-06,,
ludicolo,char_ludicolo_pose_default_v1,character,pose_default,char_ludicolo_pose_default_v1.png,Ludicolo_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/272.png,supabase,beachday,1.0.0,2025-06,,
wingull,char_wingull_pose_default_v1,character,pose_default,char_wingull_pose_default_v1.png,Wingull_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/278.png,supabase,beachday,1.0.0,2025-06,,
pelipper,char_pelipper_pose_default_v1,character,pose_default,char_pelipper_pose_default_v1.png,Pelipper_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/279.png,supabase,beachday,1.0.0,2025-06,,
carvanha,char_carvanha_pose_default_v1,character,pose_default,char_carvanha_pose_default_v1.png,Carvanha_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/318.png,supabase,beachday,1.0.0,2025-06,,
sharpedo,char_sharpedo_pose_default_v1,character,pose_default,char_sharpedo_pose_default_v1.png,Sharpedo_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/319.png,supabase,beachday,1.0.0,2025-06,,
barboach,char_barboach_pose_default_v1,character,pose_default,char_barboach_pose_default_v1.png,Barboach_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/339.png,supabase,beachday,1.0.0,2025-06,,
whiscash,char_whiscash_pose_default_v1,character,pose_default,char_whiscash_pose_default_v1.png,Whiscash_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/340.png,supabase,beachday,1.0.0,2025-06,,
crawdaunt,char_crawdaunt_pose_default_v1,character,pose_default,char_crawdaunt_pose_default_v1.png,Crawdaunt_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/342.png,supabase,beachday,1.0.0,2025-06,,
relicanth,char_relicanth_pose_default_v1,character,pose_default,char_relicanth_pose_default_v1.png,Relicanth_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/369.png,supabase,beachday,1.0.0,2025-06,,
empoleon,char_empoleon_pose_default_v1,character,pose_default,char_empoleon_pose_default_v1.png,Empoleon_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/395.png,supabase,beachday,1.0.0,2025-06,,
gastrodon,char_gastrodon_pose_default_v1,character,pose_default,char_gastrodon_pose_default_v1.png,Gastrodon_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/423.png,supabase,beachday,1.0.0,2025-06,,
palkia,char_palkia_pose_default_v1,character,pose_default,char_palkia_pose_default_v1.png,Palkia_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/484.png,supabase,beachday,1.0.0,2025-06,,
palpitoad,char_palpitoad_pose_default_v1,character,pose_default,char_palpitoad_pose_default_v1.png,Palpitoad_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/536.png,supabase,beachday,1.0.0,2025-06,,
seismitoad,char_seismitoad_pose_default_v1,character,pose_default,char_seismitoad_pose_default_v1.png,Seismitoad_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/537.png,supabase,beachday,1.0.0,2025-06,,
tirtouga,char_tirtouga_pose_default_v1,character,pose_default,char_tirtouga_pose_default_v1.png,Tirtouga_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/564.png,supabase,beachday,1.0.0,2025-06,,
carracosta,char_carracosta_pose_default_v1,character,pose_default,char_carracosta_pose_default_v1.png,Carracosta_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/565.png,supabase,beachday,1.0.0,2025-06,,
ducklett,char_ducklett_pose_default_v1,character,pose_default,char_ducklett_pose_default_v1.png,Ducklett_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/580.png,supabase,beachday,1.0.0,2025-06,,
swanna,char_swanna_pose_default_v1,character,pose_default,char_swanna_pose_default_v1.png,Swanna_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/581.png,supabase,beachday,1.0.0,2025-06,,
frillish,char_frillish_pose_default_v1,character,pose_default,char_frillish_pose_default_v1.png,Frillish_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/592.png,supabase,beachday,1.0.0,2025-06,,
jellicent,char_jellicent_pose_default_v1,character,pose_default,char_jellicent_pose_default_v1.png,Jellicent_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/593.png,supabase,beachday,1.0.0,2025-06,,
keldeo,char_keldeo_pose_default_v1,character,pose_default,char_keldeo_pose_default_v1.png,Error: No assets found,Error: Asset sheet not found,supabase,beachday,1.0.0,2025-06,,
poliwhirl,char_poliwhirl_pose_default_v1,character,pose_default,char_poliwhirl_pose_default_v1.png,Poliwhirl_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/61.png,supabase,beachday,1.0.0,2025-06,,
shellder,char_shellder_pose_default_v1,character,pose_default,char_shellder_pose_default_v1.png,Shellder_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/90.png,supabase,beachday,1.0.0,2025-06,,
psyduck,char_psyduck_pose_default_v1,character,pose_default,char_psyduck_pose_default_v1.png,Psyduck_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/54.png,supabase,beachday,1.0.0,2025-06,,
sandygast,char_sandygast_pose_default_v1,character,pose_default,char_sandygast_pose_default_v1.png,Sandygast_assets,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/769.png,supabase,beachday,1.0.0,2025-06,,
scientist-male,char_scientist-male_pose_rear_v1,character,pose_rear,char_scientist-male_pose_rear_v1.webp,,https://umuawnvbbwpraticgzgk.supabase.co/storage/v1/object/public/pokemon-assets/characters/scientist-male/char_scientist-male_pose_rear_v1.webp,supabase,,1.0.0,2025-06,,
scientist-female,char_scientist-female_pose_rear_v1,character,pose_rear,char_scientist-female_pose_rear_v1,,https://umuawnvbbwpraticgzgk.supabase.co/storage/v1/object/public/pokemon-assets/characters/scientist-female/char_scientist-female_pose_rear_v1.webp,supabase,,,,,
darklab,env_bg1_lab_v1,environment,bg,env_bg1_lab_v1.webp,,https://umuawnvbbwpraticgzgk.supabase.co/storage/v1/object/public/pokemon-assets/environments/backgrounds/darklab/env_bg1_lab_v1.webp,supabase,,,,,
